group,phase,type,audio,vowel,match,same_onset,needs_match_onset,visual_target,correct,repetition,normed_midpoint,voiced_sel,voiceless_sel,match_sel,mismatch_sel,step,path,code
control,test_coda,coda_syllable,IHB_IHP_5_09,IH,NA,NA,NA,NA,NA,3,7,B,P,NA,NA,9,audio/coda_syllables/IHB_IHP_5_09.wav,324
control,test_coda,coda_syllable,IHB_IHP_5_11,IH,NA,NA,NA,NA,NA,3,7,B,P,NA,NA,11,audio/coda_syllables/IHB_IHP_5_11.wav,325
control,test_coda,coda_syllable,IHB_IHP_5_13,IH,NA,NA,NA,NA,NA,3,7,B,P,NA,NA,13,audio/coda_syllables/IHB_IHP_5_13.wav,326
control,test_coda,coda_syllable,IHB_IHP_5_16,IH,NA,NA,NA,NA,NA,3,7,B,P,NA,NA,16,audio/coda_syllables/IHB_IHP_5_16.wav,327
control,test_coda,coda_syllable,IHB_IHP_5_20,IH,NA,NA,NA,NA,NA,3,7,B,P,NA,NA,20,audio/coda_syllables/IHB_IHP_5_20.wav,328
control,test_coda,coda_syllable,IHB_IHP_5_25,IH,NA,NA,NA,NA,NA,3,7,B,P,NA,NA,25,audio/coda_syllables/IHB_IHP_5_25.wav,329
control,test_coda,coda_syllable,IHB_IHP_5_30,IH,NA,NA,NA,NA,NA,3,7,B,P,NA,NA,30,audio/coda_syllables/IHB_IHP_5_30.wav,330
control,test_coda,coda_syllable,UHB_UHP_5_00,UH,NA,NA,NA,NA,NA,3,8,B,P,NA,NA,0,audio/coda_syllables/UHB_UHP_5_00.wav,331
control,test_coda,coda_syllable,UHB_UHP_5_04,UH,NA,NA,NA,NA,NA,3,8,B,P,NA,NA,4,audio/coda_syllables/UHB_UHP_5_04.wav,332
control,test_coda,coda_syllable,UHB_UHP_5_07,UH,NA,NA,NA,NA,NA,3,8,B,P,NA,NA,7,audio/coda_syllables/UHB_UHP_5_07.wav,333
control,test_coda,coda_syllable,UHB_UHP_5_09,UH,NA,NA,NA,NA,NA,3,8,B,P,NA,NA,9,audio/coda_syllables/UHB_UHP_5_09.wav,334
control,test_coda,coda_syllable,UHB_UHP_5_11,UH,NA,NA,NA,NA,NA,3,8,B,P,NA,NA,11,audio/coda_syllables/UHB_UHP_5_11.wav,335
control,test_coda,coda_syllable,UHB_UHP_5_13,UH,NA,NA,NA,NA,NA,3,8,B,P,NA,NA,13,audio/coda_syllables/UHB_UHP_5_13.wav,336
control,test_coda,coda_syllable,UHB_UHP_5_16,UH,NA,NA,NA,NA,NA,3,8,B,P,NA,NA,16,audio/coda_syllables/UHB_UHP_5_16.wav,337
control,test_coda,coda_syllable,UHB_UHP_5_20,UH,NA,NA,NA,NA,NA,3,8,B,P,NA,NA,20,audio/coda_syllables/UHB_UHP_5_20.wav,338
control,test_coda,coda_syllable,UHB_UHP_5_25,UH,NA,NA,NA,NA,NA,3,8,B,P,NA,NA,25,audio/coda_syllables/UHB_UHP_5_25.wav,339
control,test_coda,coda_syllable,UHB_UHP_5_30,UH,NA,NA,NA,NA,NA,3,8,B,P,NA,NA,30,audio/coda_syllables/UHB_UHP_5_30.wav,340
