index,group,side,phase,target,type,word_sel,nonword_sel,set,step,recording,path
131,B_group,left,exposure,Hing,fill_nonword,Yes,No,Hing,NA,1,nonword/Hing_1.mp3
132,B_group,left,exposure,Hino,fill_nonword,Yes,No,Hino,NA,1,nonword/Hino_1.mp3
133,B_group,left,exposure,Hollin,fill_nonword,Yes,No,Hollin,NA,1,nonword/Hollin_1.mp3
134,B_group,left,exposure,Hoy,fill_nonword,Yes,No,Hoy,NA,1,nonword/Hoy_1.mp3
135,B_group,left,exposure,Hurn,fill_nonword,Yes,No,Hurn,NA,1,nonword/Hurn_1.mp3
136,B_group,left,exposure,Immel,fill_nonword,Yes,No,Immel,NA,1,nonword/Immel_1.mp3
137,B_group,left,exposure,Jare,fill_nonword,Yes,No,Jare,NA,1,nonword/Jare_1.mp3
138,B_group,left,exposure,Jeel,fill_nonword,Yes,No,Jeel,NA,1,nonword/Jeel_1.mp3
139,B_group,left,exposure,Jum,fill_nonword,Yes,No,Jum,NA,1,nonword/Jum_1.mp3
140,B_group,left,exposure,Jurio,fill_nonword,Yes,No,Jurio,NA,1,nonword/Jurio_1.mp3
141,B_group,left,exposure,Lahm,fill_nonword,Yes,No,Lahm,NA,1,nonword/Lahm_1.mp3
142,B_group,left,exposure,Lail,fill_nonword,Yes,No,Lail,NA,1,nonword/Lail_1.mp3
143,B_group,left,exposure,Lamurre,fill_nonword,Yes,No,Lamurre,NA,1,nonword/Lamurre_1.mp3
144,B_group,left,exposure,Lar,fill_nonword,Yes,No,Lar,NA,1,nonword/Lar_1.mp3
145,B_group,left,exposure,Larrow,fill_nonword,Yes,No,Larrow,NA,1,nonword/Larrow_1.mp3
146,B_group,left,exposure,Lemmela,fill_nonword,Yes,No,Lemmela,NA,1,nonword/Lemmela_1.mp3
147,B_group,left,exposure,Lennim,fill_nonword,Yes,No,Lennim,NA,1,nonword/Lennim_1.mp3
148,B_group,left,exposure,Leonie,fill_nonword,Yes,No,Leonie,NA,1,nonword/Leonie_1.mp3
149,B_group,left,exposure,Lermie,fill_nonword,Yes,No,Lermie,NA,1,nonword/Lermie_1.mp3
150,B_group,left,exposure,Loanler,fill_nonword,Yes,No,Loanler,NA,1,nonword/Loanler_1.mp3
151,B_group,left,exposure,Loff,fill_nonword,Yes,No,Loff,NA,1,nonword/Loff_1.mp3
152,B_group,left,exposure,Lum,fill_nonword,Yes,No,Lum,NA,1,nonword/Lum_1.mp3
153,B_group,left,exposure,Mallon,fill_nonword,Yes,No,Mallon,NA,1,nonword/Mallon_1.mp3
154,B_group,left,exposure,Mang,fill_nonword,Yes,No,Mang,NA,1,nonword/Mang_1.mp3
155,B_group,left,exposure,Mannow,fill_nonword,Yes,No,Mannow,NA,1,nonword/Mannow_1.mp3
156,B_group,left,exposure,Marn,fill_nonword,Yes,No,Marn,NA,1,nonword/Marn_1.mp3
157,B_group,left,exposure,Mawen,fill_nonword,Yes,No,Mawen,NA,1,nonword/Mawen_1.mp3
158,B_group,left,exposure,Mawn,fill_nonword,Yes,No,Mawn,NA,1,nonword/Mawn_1.mp3
159,B_group,left,exposure,Mayin,fill_nonword,Yes,No,Mayin,NA,1,nonword/Mayin_1.mp3
160,B_group,left,exposure,Memmel,fill_nonword,Yes,No,Memmel,NA,1,nonword/Memmel_1.mp3
161,B_group,left,exposure,Mewry,fill_nonword,Yes,No,Mewry,NA,1,nonword/Mewry_1.mp3
162,B_group,left,exposure,Minnin,fill_nonword,Yes,No,Minnin,NA,1,nonword/Minnin_1.mp3
163,B_group,left,exposure,Morial,fill_nonword,Yes,No,Morial,NA,1,nonword/Morial_1.mp3
164,B_group,left,exposure,Moyer,fill_nonword,Yes,No,Moyer,NA,1,nonword/Moyer_1.mp3
165,B_group,left,exposure,Mun,fill_nonword,Yes,No,Mun,NA,1,nonword/Mun_1.mp3
166,B_group,left,exposure,Munnel,fill_nonword,Yes,No,Munnel,NA,1,nonword/Munnel_1.mp3
167,B_group,left,exposure,Nallow,fill_nonword,Yes,No,Nallow,NA,1,nonword/Nallow_1.mp3
168,B_group,left,exposure,Nellon,fill_nonword,Yes,No,Nellon,NA,1,nonword/Nellon_1.mp3
169,B_group,left,exposure,Neoma,fill_nonword,Yes,No,Neoma,NA,1,nonword/Neoma_1.mp3
170,B_group,left,exposure,Ner,fill_nonword,Yes,No,Ner,NA,1,nonword/Ner_1.mp3
171,B_group,left,exposure,Norlin,fill_nonword,Yes,No,Norlin,NA,1,nonword/Norlin_1.mp3
172,B_group,left,exposure,Noron,fill_nonword,Yes,No,Noron,NA,1,nonword/Noron_1.mp3
173,B_group,left,exposure,Noy,fill_nonword,Yes,No,Noy,NA,1,nonword/Noy_1.mp3
174,B_group,left,exposure,Orn,fill_nonword,Yes,No,Orn,NA,1,nonword/Orn_1.mp3
175,B_group,left,exposure,Rame,fill_nonword,Yes,No,Rame,NA,1,nonword/Rame_1.mp3
176,B_group,left,exposure,Rannel,fill_nonword,Yes,No,Rannel,NA,1,nonword/Rannel_1.mp3
177,B_group,left,exposure,Rawl,fill_nonword,Yes,No,Rawl,NA,1,nonword/Rawl_1.mp3
